"WORD" "POLARITY"
"pollutes" -2
"poor" -2
"poorer" -2
"poorest" -2
"popular" 3
"positive" 2
"positively" 2
"possessive" -2
"postpone" -1
"postponed" -1
"postpones" -1
"postponing" -1
"poverty" -1
"powerful" 2
"powerless" -2
"praise" 3
"praised" 3
"praises" 3
"praising" 3
"pray" 1
"praying" 1
"prays" 1
"prblm" -2
"prblms" -2
"prepared" 1
"pressure" -1
"pressured" -2
"pretend" -1
"pretending" -1
"pretends" -1
"pretty" 1
"prevent" -1
"prevented" -1
"preventing" -1
"prevents" -1
"prick" -5
"prison" -2
"prisoner" -2
"prisoners" -2
"privileged" 2
"proactive" 2
"problem" -2
"problems" -2
"profiteer" -2
"progress" 2
"prominent" 2
"promise" 1
"promised" 1
"promises" 1
"promote" 1
"promoted" 1
"promotes" 1
"promoting" 1
"propaganda" -2
"prosecute" -1
"prosecuted" -2
"prosecutes" -1
"prosecution" -1
"prospect" 1
"prospects" 1
"prosperous" 3
"protect" 1
"protected" 1
"protects" 1
"protest" -2
"protesters" -2
"protesting" -2
"protests" -2
"proud" 2
"proudly" 2
"provoke" -1
"provoked" -1
"provokes" -1
"provoking" -1
"pseudoscience" -3
"punish" -2
"punished" -2
"punishes" -2
"punitive" -2
"pushy" -1
"puzzled" -2
"quaking" -2
"questionable" -2
"questioned" -1
"questioning" -1
"racism" -3
"racist" -3
"racists" -3
"rage" -2
"rageful" -2
"rainy" -1
"rant" -3
"ranter" -3
"ranters" -3
"rants" -3
"rape" -4
"rapist" -4
"rapture" 2
"raptured" 2
"raptures" 2
"rapturous" 4
"rash" -2
"ratified" 2
"reach" 1
"reached" 1
"reaches" 1
"reaching" 1
"reassure" 1
"reassured" 1
"reassures" 1
"reassuring" 2
"rebellion" -2
"recession" -2
"reckless" -2
"recommend" 2
"recommended" 2
"recommends" 2
"redeemed" 2
"refuse" -2
"refused" -2
"refusing" -2
"regret" -2
"regretful" -2
"regrets" -2
"regretted" -2
"regretting" -2
"reject" -1
"rejected" -1
"rejecting" -1
"rejects" -1
"rejoice" 4
"rejoiced" 4
"rejoices" 4
"rejoicing" 4
"relaxed" 2
"relentless" -1
"reliant" 2
"relieve" 1
"relieved" 2
"relieves" 1
"relieving" 2
"relishing" 2
"remarkable" 2
"remorse" -2
"repulse" -1
"repulsed" -2
"rescue" 2
"rescued" 2
"rescues" 2
"resentful" -2
"resign" -1
"resigned" -1
"resigning" -1
"resigns" -1
"resolute" 2
"resolve" 2
"resolved" 2
"resolves" 2
"resolving" 2
"respected" 2
"responsible" 2
"responsive" 2
"restful" 2
"restless" -2
"restore" 1
"restored" 1
"restores" 1
"restoring" 1
"restrict" -2
"restricted" -2
"restricting" -2
"restriction" -2
"restricts" -2
"retained" -1
"retard" -2
"retarded" -2
"retreat" -1
"revenge" -2
"revengeful" -2
"revered" 2
"revive" 2
"revives" 2
"reward" 2
"rewarded" 2
"rewarding" 2
"rewards" 2
"rich" 2
"ridiculous" -3
"rig" -1
"rigged" -1
"right direction" 3
"rigorous" 3
"rigorously" 3
"riot" -2
"riots" -2
"risk" -2
"risks" -2
"rob" -2
"robber" -2
"robed" -2
"robing" -2
"robs" -2
"robust" 2
"rofl" 4
"roflcopter" 4
"roflmao" 4
"romance" 2
"rotfl" 4
"rotflmfao" 4
"rotflol" 4
"ruin" -2
"ruined" -2
"ruining" -2
"ruins" -2
"sabotage" -2
"sad" -2
"sadden" -2
"saddened" -2
"sadly" -2
"safe" 1
"safely" 1
"safety" 1
"salient" 1
"sappy" -1
"sarcastic" -2
"satisfied" 2
"save" 2
"saved" 2
"scam" -2
"scams" -2
"scandal" -3
"scandalous" -3
"scandals" -3
"scapegoat" -2
"scapegoats" -2
"scare" -2
"scared" -2
"scary" -2
"sceptical" -2
"scold" -2
"scoop" 3
"scorn" -2
"scornful" -2
"scream" -2
"screamed" -2
"screaming" -2
"screams" -2
"screwed" -2
"screwed up" -3
"scumbag" -4
"secure" 2
"secured" 2
"secures" 2
"sedition" -2
"seditious" -2
"seduced" -1
"self-confident" 2
"self-deluded" -2
"selfish" -3
"selfishness" -3
"sentence" -2
"sentenced" -2
"sentences" -2
"sentencing" -2
"serene" 2
"severe" -2
"sexy" 3
"shaky" -2
"shame" -2
"shamed" -2
"shameful" -2
"share" 1
"shared" 1
"shares" 1
"shattered" -2
"shit" -4
"shithead" -4
"shitty" -3
"shock" -2
"shocked" -2
"shocking" -2
"shocks" -2
"shoot" -1
"short-sighted" -2
"short-sightedness" -2
"shortage" -2
"shortages" -2
"shrew" -4
"shy" -1
"sick" -2
"sigh" -2
"significance" 1
"significant" 1
"silencing" -1
"silly" -1
"sincere" 2
"sincerely" 2
"sincerest" 2
"sincerity" 2
"sinful" -3
"singleminded" -2
"skeptic" -2
"skeptical" -2
"skepticism" -2
"skeptics" -2
"slam" -2
"slash" -2
"slashed" -2
"slashes" -2
"slashing" -2
"slavery" -3
"sleeplessness" -2
"slick" 2
"slicker" 2
"slickest" 2
"sluggish" -2
"slut" -5
"smart" 1
"smarter" 2
"smartest" 2
"smear" -2
"smile" 2
"smiled" 2
"smiles" 2
"smiling" 2
"smog" -2
"sneaky" -1
"snub" -2
"snubbed" -2
"snubbing" -2
"snubs" -2
"sobering" 1
"solemn" -1
"solid" 2
"solidarity" 2
"solution" 1
"solutions" 1
"solve" 1
"solved" 1
"solves" 1
"solving" 1
"somber" -2
"some kind" 0
"son-of-a-bitch" -5
"soothe" 3
"soothed" 3
"soothing" 3
"sophisticated" 2
"sore" -1
"sorrow" -2
"sorrowful" -2
"sorry" -1
"spam" -2
"spammer" -3
"spammers" -3
"spamming" -2
"spark" 1
"sparkle" 3
"sparkles" 3
"sparkling" 3
"speculative" -2
"spirit" 1
"spirited" 2
"spiritless" -2
"spiteful" -2
"splendid" 3
"sprightly" 2
"squelched" -1
"stab" -2
"stabbed" -2
"stable" 2
"stabs" -2
"stall" -2
"stalled" -2
"stalling" -2
"stamina" 2
"stampede" -2
"startled" -2
"starve" -2
"starved" -2
"starves" -2
"starving" -2
"steadfast" 2
"steal" -2
"steals" -2
"stereotype" -2
"stereotyped" -2
"stifled" -1
"stimulate" 1
"stimulated" 1
"stimulates" 1
"stimulating" 2
"stingy" -2
"stolen" -2
"stop" -1
"stopped" -1
"stopping" -1
"stops" -1
"stout" 2
"straight" 1
"strange" -1
"strangely" -1
"strangled" -2
"strength" 2
"strengthen" 2
"strengthened" 2
"strengthening" 2
"strengthens" 2
"stressed" -2
"stressor" -2
"stressors" -2
"stricken" -2
"strike" -1
"strikers" -2
"strikes" -1
"strong" 2
"stronger" 2
"strongest" 2
"struck" -1
"struggle" -2
"struggled" -2
"struggles" -2
"struggling" -2
"stubborn" -2
"stuck" -2
"stunned" -2
"stunning" 4
"stupid" -2
"stupidly" -2
"suave" 2
"substantial" 1
"substantially" 1
"subversive" -2
"success" 2
"successful" 3
"suck" -3
"sucks" -3
"suffer" -2
"suffering" -2
"suffers" -2
"suicidal" -2
"suicide" -2
"suing" -2
"sulking" -2
"sulky" -2
"sullen" -2
"sunshine" 2
"super" 3
"superb" 5
"superior" 2
"support" 2
"supported" 2
"supporter" 1
"supporters" 1
"supporting" 1
"supportive" 2
"supports" 2
"survived" 2
"surviving" 2
"survivor" 2
"suspect" -1
"suspected" -1
"suspecting" -1
"suspects" -1
"suspend" -1
"suspended" -1
"suspicious" -2
"swear" -2
"swearing" -2
"swears" -2
"sweet" 2
"swift" 2
"swiftly" 2
"swindle" -3
"swindles" -3
"swindling" -3
"sympathetic" 2
"sympathy" 2
"tard" -2
"tears" -2
"tender" 2
"tense" -2
"tension" -1
"terrible" -3
"terribly" -3
"terrific" 4
"terrified" -3
"terror" -3
"terrorize" -3
"terrorized" -3
"terrorizes" -3
"thank" 2
"thankful" 2
"thanks" 2
"thorny" -2
"thoughtful" 2
"thoughtless" -2
"threat" -2
"threaten" -2
"threatened" -2
"threatening" -2
"threatens" -2
"threats" -2
"thrilled" 5
"thwart" -2
"thwarted" -2
"thwarting" -2
"thwarts" -2
"timid" -2
"timorous" -2
"tired" -2
"tits" -2
"tolerant" 2
"toothless" -2
"top" 2
"tops" 2
"torn" -2
"torture" -4
"tortured" -4
"tortures" -4
"torturing" -4
"totalitarian" -2
"totalitarianism" -2
"tout" -2
"touted" -2
"touting" -2
"touts" -2
"tragedy" -2
"tragic" -2
"tranquil" 2
"trap" -1
"trapped" -2
"trauma" -3
"traumatic" -3
"travesty" -2
"treason" -3
"treasonous" -3
"treasure" 2
"treasures" 2
"trembling" -2
"tremulous" -2
"tricked" -2
"trickery" -2
"triumph" 4
"triumphant" 4
"trouble" -2
"troubled" -2
"troubles" -2
"true" 2
"trust" 1
"trusted" 2
"tumor" -2
"twat" -5
"ugly" -3
"unacceptable" -2
"unappreciated" -2
"unapproved" -2
"unaware" -2
"unbelievable" -1
"unbelieving" -1
"unbiased" 2
"uncertain" -1
"unclear" -1
"uncomfortable" -2
"unconcerned" -2
"unconfirmed" -1
"unconvinced" -1
"uncredited" -1
"undecided" -1
"underestimate" -1
"underestimated" -1
"underestimates" -1
"underestimating" -1
"undermine" -2
"undermined" -2
"undermines" -2
"undermining" -2
"undeserving" -2
"undesirable" -2
"uneasy" -2
"unemployment" -2
"unequal" -1
"unequaled" 2
"unethical" -2
"unfair" -2
"unfocused" -2
"unfulfilled" -2
"unhappy" -2
"unhealthy" -2
"unified" 1
"unimpressed" -2
"unintelligent" -2
"united" 1
"unjust" -2
"unlovable" -2
"unloved" -2
"unmatched" 1
"unmotivated" -2
"unprofessional" -2
"unresearched" -2
"unsatisfied" -2
"unsecured" -2
"unsettled" -1
"unsophisticated" -2
"unstable" -2
"unstoppable" 2
"unsupported" -2
"unsure" -1
"untarnished" 2
"unwanted" -2
"unworthy" -2
"upset" -2
"upsets" -2
"upsetting" -2
"uptight" -2
"urgent" -1
"useful" 2
"usefulness" 2
"useless" -2
"uselessness" -2
"vague" -2
"validate" 1
"validated" 1
"validates" 1
"validating" 1
"verdict" -1
"verdicts" -1
"vested" 1
"vexation" -2
"vexing" -2
"vibrant" 3
"vicious" -2
"victim" -3
"victimize" -3
"victimized" -3
"victimizes" -3
"victimizing" -3
"victims" -3
"vigilant" 3
"vile" -3
"vindicate" 2
"vindicated" 2
"vindicates" 2
"vindicating" 2
"violate" -2
"violated" -2
"violates" -2
"violating" -2
"violence" -3
"violent" -3
"virtuous" 2
"virulent" -2
"vision" 1
"visionary" 3
"visioning" 1
"visions" 1
"vitality" 3
"vitamin" 1
"vitriolic" -3
"vivacious" 3
"vociferous" -1
"vulnerability" -2
"vulnerable" -2
"walkout" -2
"walkouts" -2
"wanker" -3
"want" 1
"war" -2
"warfare" -2
"warm" 1
"warmth" 2
"warn" -2
"warned" -2
"warning" -3
"warnings" -3
"warns" -2
"waste" -1
"wasted" -2
"wasting" -2
"wavering" -1
"weak" -2
"weakness" -2
"wealth" 3
"wealthy" 2
"weary" -2
"weep" -2
"weeping" -2
"weird" -2
"welcome" 2
"welcomed" 2
"welcomes" 2
"whimsical" 1
"whitewash" -3
"whore" -4
"wicked" -2
"widowed" -1
"willingness" 2
"win" 4
"winner" 4
"winning" 4
"wins" 4
"winwin" 3
"wish" 1
"wishes" 1
"wishing" 1
"withdrawal" -3
"woebegone" -2
"woeful" -3
"won" 3
"wonderful" 4
"woo" 3
"woohoo" 3
"wooo" 4
"woow" 4
"worn" -1
"worried" -3
"worry" -3
"worrying" -3
"worse" -3
"worsen" -3
"worsened" -3
"worsening" -3
"worsens" -3
"worshiped" 3
"worst" -3
"worth" 2
"worthless" -2
"worthy" 2
"wow" 4
"wowow" 4
"wowww" 4
"wrathful" -3
"wreck" -2
"wrong" -2
"wronged" -2
"wtf" -4
"yeah" 1
"yearning" 1
"yeees" 2
"yes" 1
"youthful" 2
"yucky" -2
"yummy" 3
"zealot" -2
"zealots" -2
"zealous" 2
"desert" -2
"desolate" -2
"empty" -2
"forsake" -2
"give up" -2
"vacate" -2
"unconstraint" -2
"wantonness" -2
"wildness" -2
"derelict" -2
"deserted" -2
"abominate" -3
"execrate" -3
"detestable" -3
"obscene" -3
"repugnant" -3
"repulsive" -3
"power" 2
"alongside" 1
"on base" 1
"on board" 1
"free" 2
"justify" 2
"shrive" 2
"clear" 2
"cleared" 2
"exculpated" 2
"captive" 1
"enwrapped" 1
"intent" 1
"wrapped" 1
"blackguard" -3
"clapperclaw" -3
"ill-treat" -3
"ill-use" -3
"maltreat" -3
"mistreat" -3
"misuse" -3
"pervert" -3
"shout" -3
"step" -3
"contumely" -3
"ill-treatment" -3
"ill-usage" -3
"insult" -3
"maltreatment" -3
"revilement" -3
"vilification" -3
"ill-treated" -3
"maltreated" -3
"mistreated" -3
"opprobrious" -3
"scurrilous" -3
"admit" 1
"assume" 1
"bear" 1
"consent" 1
"go for" 1
"have" 1
"live with" 1
"swallow" 1
"take" 1
"take on" 1
"take over" 1
"recognised" 1
"recognized" 1
"chance event" -2
"fortuity" -2
"stroke" -2
"inadvertent" -2
"by chance" -2
"circumstantially" -2
"incidentally" -2
"unexpectedly" -2
"unintentionally" -2
"achieve" 2
"action" 2
"attain" 2
"carry out" 2
"carry through" 2
"execute" 2
"fulfil" 2
"reach" 2
"complete" 2
"completed" 2
"effected" 2
"established" 2
"realised" 2
"realized" 2
"accusal" -2
"charge" -2
"criminate" -2
"impeach" -2
"incriminate" -2
"accusative" -2
"accusatory" -2
"accusive" -2
"languish" -2
"pine" -2
"smart" -2
"yearn" -2
"yen" -2
"accomplishable" 1
"doable" 1
"manageable" 1
"realizable" 1
"achy" -2
"assoil" 2
"bear" 2
"behave" 2
"carry" 2
"comport" 2
"conduct" 2
"deport" 2
"discharge" 2
"exculpate" 2
"not guilty" 2
"bitter" -3
"alive(p)" 1
"combat-ready" 1
"dynamic" 1
"fighting(a)" 1
"participating" 1
"active agent" 1
"active voice" 1
"decent" 1
"enough" 1
"equal" 1
"fair to middling" 1
"passable" 1
"tolerable" 1
"look up to" 3
"accept" -1
"accommodate" -1
"acknowledge" -1
"allow" -1
"allow in" -1
"hold" -1
"include" -1
"intromit" -1
"let in" -1
"take" -1
"take on" -1
"caution" -2
"discourage" -2
"monish" -2
"reprove" -2
"acquire" 1
"borrow" 1
"dramatise" 1
"dramatize" 1
"espouse" 1
"follow" 1
"sweep up" 1
"take in" 1
"take up" 1
"endearing" 3
"idolised" 3
"idolized" 3
"worshipped(a)" 3
"advance(a)" 1
"advanced(a)" 1
"forward-looking" 1
"in advance(p)" 1
"innovative" 1
"modern" 1
"ripe" 1
"sophisticated" 1
"vantage" 2
"gamble" 2
"hazard" 2
"jeopardize" 2
"risk" 2
"run a risk" 2
"stake" 2
"take a chance" 2
"take chances" 2
"venture" 2
"dangerous undertaking" 2
"escapade" 2
"risky venture" 2
"adventuresome" 2
"moved(p)" -1
"stirred" -1
"touched" -1
"unnatural" -1
"affectionateness" 3
"fondness" 3
"heart" 3
"philia" 3
"tenderness" 3
"warmheartedness" 3
"warmness" 3
"fond" 3
"lovesome" 3
"tender" 3
"warm" 3
"impaired" -1
"stricken" -1
"afraid(p)" -2
"exacerbate" -2
"exasperate" -2
"worsen" -2
"provoked" -2
"exacerbating" -2
"exasperating" -2
"aggressiveness" -2
"hostility" -2
"belligerent" -2
"fast-growing(a)" -2
"strong-growing" -2
"aghast(p)" -2
"excruciating" -3
"harrowing" -3
"torturesome" -3
"torturing" -3
"torturous" -3
"accord" 1
"check" 1
"concord" 1
"concur" 1
"consort" 1
"correspond" 1
"fit in" 1
"gibe" 1
"harmonise" 1
"harmonize" 1
"hold" 1
"jibe" 1
"match" 1
"tally" 1
"accordant" 2
"concordant" 2
"conformable" 2
"consonant" 2
"in agreement(p)" 1
"arrangement" 1
"correspondence" 1
"understanding" 1
"alert" -2
"appal" -2
"appall" -2
"dismay" -2
"horrify" -2
"alarm clock" -2
"alarm system" -2
"alarum" -2
"consternation" -2
"warning device" -2
"warning signal" -2
"regrettably" -1
"unfortunately" -1
"unluckily" -1
"alive(p)" -1
"awake(p)" -1
"brisk" -1
"lively" -1
"merry" -1
"rattling" -1
"snappy" -1
"spanking" -1
"watchful" -1
"zippy" -1
"alarm" -1
"alarum" -1
"alerting" -1
"qui vive" -1
"warning signal" -1
"disaffection" -2
"estrangement" -2
"alert" 1
"animated" 1
"awake(p)" 1
"live" 1
"hypersensitised" -2
"hypersensitive" -2
"hypersensitized" -2
"sensitised" -2
"sensitized" -2
"supersensitised" -2
"supersensitive" -2
"supersensitized" -2
"allow for" 1
"appropriate" 1
"countenance" 1
"earmark" 1
"give up" 1
"leave" 1
"let" 1
"permit" 1
"provide" 1
"reserve" 1
"set aside" 1
"take into account" 1
"tolerate" 1
"alone(p)" -2
"lone(a)" -2
"lonely(a)" -2
"only" -2
"solitary" -2
"unequaled" -2
"unequalled" -2
"unique" -2
"unparalleled" -2
"entirely" -2
"exclusively" -2
"solely" -2
"solo" -2
"unaccompanied" -2
"astonish" 2
"astound" 2
"baffle" 2
"beat" 2
"bewilder" 2
"dumbfound" 2
"flummox" 2
"get" 2
"gravel" 2
"mystify" 2
"nonplus" 2
"perplex" 2
"pose" 2
"puzzle" 2
"stick" 2
"stupefy" 2
"vex" 2
"astonied" 2
"astounded" 2
"stunned" 2
"astonishing" 4
"awe-inspiring" 4
"awful" 4
"awing" 4
"challenging" 2
"disport" 3
"divert" 3
"diverted" 3
"entertained" 3
"entertainment" 3
"see red" -3
"angriness" -3
"choler" -3
"ira" -3
"ire" -3
"wrath" -3
"raging" -3
"tempestuous" -3
"wild" -3
"hurt" -3
"pain" -3
"torment" -3
"torture" -3
"tormented" -3
"tortured" -3
"animus" -2
"bad blood" -2
"chafe" -2
"devil" -2
"get at" -2
"get to" -2
"gravel" -2
"irritate" -2
"nark" -2
"nettle" -2
"rag" -2
"rile" -2
"vex" -2
"aggravator" -2
"botheration" -2
"infliction" -2
"irritation" -2
"pain in the ass" -2
"pain in the neck" -2
"harassed" -2
"irritated" -2
"miffed" -2
"nettled" -2
"peeved" -2
"pestered" -2
"pissed" -2
"pissed off" -2
"riled" -2
"roiled" -2
"steamed" -2
"stung" -2
"vexed" -2
"galling" -2
"irritating" -2
"nettlesome" -2
"pestering" -2
"pestiferous" -2
"plaguey" -2
"plaguy" -2
"teasing" -2
"vexatious" -2
"antipathetic" -2
"antipathetical" -2
"counter" -2
"incompatible" -2
"expectancy" 1
"expectation" 1
"prediction" 1
"prevision" 1
"anxiousness" -2
"anxious(p)" -2
"dying(p)" -2
"queasy" -2
"unquiet" -2
"indifferent" -3
"indifference" -3
"numbness" -3
"spiritlessness" -3
"apocalyptical" -2
"revelatory" -2
"justify" -1
"rationalise" -1
"rationalize" -1
"apologia" -1
"dismaying" -2
"assuage" 2
"gentle" 2
"gruntle" 2
"lenify" 2
"mollify" 2
"pacify" 2
"placate" 2
"propitiate" 2
"quell" 2
"stay" 2
"appeasing(a)" 2
"placating" 2
"placative" 2
"placatory" 2
"acclaim" 2
"clap" 2
"spat" 2
"clapping" 2
"hand clapping" 2
"apprise" 2
"apprize" 2
"prize" 2
"revalue" 2
"take account" 2
"value" 2
"apprehended" 2
"comprehended" 2
"admiration" 2
"discernment" 2
"grasp" 2
"hold" 2
"perceptiveness" 2
"taste" 2
"discerning" -2
"worried" -2
"approving" 2
"blessing" 2
"commendation" 2
"favorable reception" 2
"favourable reception" 2
"sanctioned" 2
"fervent" 1
"fervid" 1
"fiery" 1
"impassioned" 1
"perfervid" 1
"torrid" 1
"apprehend" -2
"catch" -2
"check" -2
"collar" -2
"contain" -2
"cop" -2
"get" -2
"halt" -2
"hold" -2
"hold back" -2
"nab" -2
"nail" -2
"pick up" -2
"stop" -2
"turn back" -2
"apprehension" -2
"hitch" -2
"pinch" -2
"stay" -2
"stoppage" -2
"taking into custody" -2
"chesty" -2
"self-important" -2
"ashamed(p)" -2
"arse" -4
"backside" -4
"behind" -4
"bottom" -4
"bum" -4
"buns" -4
"butt" -4
"buttocks" -4
"can" -4
"derriere" -4
"fanny" -4
"fundament" -4
"hind end" -4
"hindquarters" -4
"keister" -4
"nates" -4
"nookie" -4
"nooky" -4
"piece of ass" -4
"piece of tail" -4
"posterior" -4
"prat" -4
"rear" -4
"rear end" -4
"roll in the hay" -4
"rump" -4
"screw" -4
"screwing" -4
"seat" -4
"shag" -4
"shtup" -4
"stern" -4
"tail" -4
"tail end" -4
"tooshie" -4
"tush" -4
"blackwash" -3
"character assassination" -3
"plus" 2
"arsehole" -4
"bastard" -4
"bunghole" -4
"cocksucker" -4
"motherfucker" -4
"mother fucker" -4
"prick" -4
"SOB" -4
"son of a bitch" -4
"whoreson" -4
"amaze" 3
"astonish" 3
"amazed" 3
"astonied" 3
"astonished" 3
"stunned" 3
"astonishing" 3
"dumbfounding" 3
"dumfounding" 3
"staggering" 3
"stupefying" 3
"aggress" -1
"assail" -1
"assault" -1
"lash out" -1
"round" -1
"set on" -1
"snipe" -1
"approach" -1
"attempt" -1
"blast" -1
"fire" -1
"flack" -1
"flak" -1
"onrush" -1
"onset" -1
"onslaught" -1
"plan of attack" -1
"tone-beginning" -1
"assaultive" -1
"attacking(a)" -1
"appeal" 1
"draw" 1
"draw in" 1
"pull" 1
"pull in" 1
"attracter" 2
"attractive feature" 2
"attractive force" 2
"attractiveness" 2
"attractor" 2
"draw" 2
"drawing card" 2
"magnet" 2
"bald-faced" 3
"barefaced" 3
"bodacious" 3
"brassy" 3
"brave" 3
"brazen" 3
"brazen-faced" 3
"daring" 3
"dauntless" 3
"fearless" 3
"hardy" 3
"insolent" 3
"intrepid" 3
"unfearing" 3
"venturesome" 3
"venturous" 3
"agency" 1
"assurance" 1
"authorisation" 1
"authorization" 1
"bureau" 1
"confidence" 1
"dominance" 1
"federal agency" 1
"government agency" 1
"office" 1
"potency" 1
"sanction" 1
"say-so" 1
"self-assurance" 1
"self-confidence" 1
"sureness" 1
"debar" -1
"deflect" -1
"fend off" -1
"forefend" -1
"forfend" -1
"head off" -1
"obviate" -1
"stave off" -1
"turn away" -1
"ward off" -1
"devouring(a)" 2
"esurient" 2
"greedy" 2
"annul" -1
"invalidate" -1
"keep off" -1
"nullify" -1
"quash" -1
"void" -1
"expect" -1
"look" -1
"wait" -1
"anticipated" -1
"awaited(p)" -1
"hoped-for" -1
"grant" 3
"present" 3
"accolade" 3
"awarding" 3
"honor" 3
"honour" 3
"laurels" 3
"prize" 3
"abominable" -3
"amazing" -3
"atrocious" -3
"awed" -3
"awe-inspiring" -3
"awesome" -3
"awing" -3
"dread(a)" -3
"dreaded" -3
"fearful" -3
"fearsome" -3
"frightful" -3
"painful" -3
"tremendous" -3
"unspeakable" -3
"awfully" -3
"frightfully" -3
"bunglesome" -2
"clumsy" -2
"cumbersome" -2
"ill at ease(p)" -2
"ill-chosen" -2
"inapt" -2
"inept" -2
"sticky" -2
"unenviable" -2
"ungainly" -2
"ax" -1
"backup" 2
"championship" 2
"financial backing" 2
"financial support" 2
"funding" 2
"mount" 2
"patronage" 2
"big" -3
"defective" -3
"forged" -3
"high-risk" -3
"regretful" -3
"risky" -3
"sorry" -3
"speculative" -3
"spoiled" -3
"spoilt" -3
"tough" -3
"uncollectible" -3
"unfit" -3
"unsound" -3
"badness" -3
"disadvantageously" -3
"gravely" -3
"ill" -3
"mischievously" -3
"naughtily" -3
"poorly" -3
"seriously" -3
"severely" -3
"hoodwink" -2
"lead by the nose" -2
"play false" -2
"pull the wool over someone's eyes" -2
"snow" -2
"banish" -2
"blackball" -2
"cast out" -2
"ostracise" -2
"ostracize" -2
"shun" -2
"Bachelor of Arts in Nursing" -2
"BAN" -2
"banning" -2
"forbiddance" -2
"forbidding" -2
"prohibition" -2
"proscription" -2
"ban" -1
"bar" -1
"blackball" -1
"cast out" -1
"ostracise" -1
"ostracize" -1
"relegate" -1
"shun" -1
"belly-up(p)" -3
"break" -3
"ruin" -3
"smash" -3
"insolvent" -3
"prohibited" -2
"dicker" 2
"buy" 2
"deal" 2
"steal" 2
"roadblock" -2
"bogus" -5
"fake" -5
"phoney" -5
"phony" -5
"asshole" -5
"by-blow" -5
"dickhead" -5
"illegitimate" -5
"illegitimate child" -5
"love child" -5
"mongrel" -5
"mother fucker" -5
"shit" -5
"SOB" -5
"son of a bitch" -5
"whoreson" -5
"conflict" -1
"engagement" -1
"struggle" -1
"beaten(a)" -2
"angelic" 3
"angelical" 3
"sainted" 3
"saintlike" 3
"saintly" 3
"drubbing" -1
"lacing" -1
"licking" -1
"thrashing" -1
"trouncing" -1
"whacking" -1
"whipping" -1
"attractively" 3
"adorn" 3
"deck" 3
"decorate" 3
"embellish" 3
"fancify" 3
"grace" 3
"ornament" 3
"prettify" 3
"denigrate" -2
"derogate" -2
"diminish" -2
"minimize" -2
"pick at" -2
"diminished" -2
"small" -2
"darling" 3
"dear" 3
"dearest" 3
"honey" 3
"do good" 2
"profit" 2
"welfare" 2
"bereft" -2
"grief-stricken" -2
"grieving" -2
"mourning(a)" -2
"sorrowing(a)" -2
"bereaved person" -2
"best(p)" 3
"better(p)" 3
"better" 3
"outdo" 3
"outflank" 3
"trump" 3
"Best" 3
"Charles Herbert Best" 3
"C. H. Best" 3
"topper" 3
"bewray" -3
"cheat on" -3
"cuckold" -3
"denounce" -3
"fail" -3
"give away" -3
"grass" -3
"lead astray" -3
"rat" -3
"sell" -3
"shit" -3
"shop" -3
"snitch" -3
"stag" -3
"tell on" -3
"wander" -3
"perfidy" -3
"treachery" -3
"best(p)" 2
"better(p)" 2
"best" 2
"ameliorate" 2
"amend" 2
"break" 2
"meliorate" 2
"bettor" 2
"punter" 2
"wagerer" 2
"predetermine" -1
"diagonal" -1
"preconception" -1
"prejudice" -1
"colored" -2
"coloured" -2
"one-sided" -2
"slanted" -2
"adult" 1
"bad" 1
"big(a)" 1
"bighearted" 1
"big(p)" 1
"boastful" 1
"bounteous" 1
"bountiful" 1
"braggart(a)" 1
"bragging(a)" 1
"braggy" 1
"cock-a-hoop" 1
"crowing" 1
"enceinte" 1
"expectant" 1
"freehanded" 1
"full-grown" 1
"fully grown" 1
"giving" 1
"gravid" 1
"great(p)" 1
"grown" 1
"grownup" 1
"handsome" 1
"heavy(a)" 1
"heavy(p)" 1
"large" 1
"large(p)" 1
"liberal" 1
"magnanimous" 1
"openhanded" 1
"prominent" 1
"self-aggrandising" 1
"self-aggrandizing" 1
"swelled" 1
"vainglorious" 1
"with child(p)" 1
"boastfully" 1
"vauntingly" 1
"backbite" -5
"beef" -5
"bellyache" -5
"crab" -5
"gripe" -5
"grouse" -5
"holler" -5
"squawk" -5
"kick" -5
"acerb" -2
"acerbic" -2
"acid" -2
"acrid" -2
"acrimonious" -2
"biting" -2
"blistering" -2
"caustic" -2
"sulfurous" -2
"sulphurous" -2
"vitriolic" -2
"bitingly" -2
"piercingly" -2
"bitterness" -2
"eccentric" -2
"flakey" -2
"flaky" -2
"freakish" -2
"freaky" -2
"gonzo" -2
"off-the-wall" -2
"outlandish" -2
"outre" -2
"bombast" -2
"claptrap" -2
"fustian" -2
"rant" -2
"blasted" -2
"blessed" -2
"damn" -2
"damned" -2
"darned" -2
"deuced" -2
"goddam" -2
"goddamn" -2
"goddamned" -2
"infernal" -2
"fault" -2
"find fault" -2
"pick" -2
"incrimination" -2
"inculpation" -2
"rap" -2
"consecrate" 2
"hallow" 2
"sanctify" 2
"sign" 2
"approval" 3
"approving" 3
"benediction" 3
"boon" 3
"thanksgiving" 3
"unreasoning" -1
"unsighted" -1
"dim" -1
"screen" -1
"subterfuge" -1
"blissfulness" 3
"cloud nine" 3
"seventh heaven" 3
"walking on air" 3
"blithesome" 2
"lighthearted" 2
"light-hearted" 2
"lightsome" 2
"barricade" -1
"blank out" -1
"blockade" -1
"block off" -1
"block up" -1
"choke up" -1
